ticker,name,sector,industry,price,market_cap,eps0,eps1,eps2,eg1,eg2,pe1,pe2,peg1,peg2,pe_implausible,sector_pe1,sector_eg1,sector_pe1_mean
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",179.2899932861328,107932575958.25195,4.87,6.515631868131869,8.717342636758847,0.337912087912088,0.33791208791208804,27.516900419596297,20.56704672019107,0.8143212807100041,0.6086508135080932,False,17.12461478795241,0.09201273225257235,23.63279043999208
ABR,Arbor Realty Trust,Financials,Mortgage REITs,5.0,932790215.0,0.12,0.06,0.03,-0.5,-0.5,83.33333333333334,166.66666666666669,,,False,12.175904990939271,0.2321522761151244,16.818363553496667
ABT,Abbott Laboratories,Health Care,Health Care Equipment,110.37000274658205,192243842572.76077,3.32,3.4445,3.5736687500000004,0.03750000000000008,0.03750000000000008,32.042387210504295,30.88422863663064,8.544636589467794,8.235794303101487,False,26.111110051472984,0.13106796116504843,35.670037593695405
ACA,"Arcosa, Inc.",Industrials,Construction & Engineering,145.00999450683594,7120978103.338242,10.14,15.21,22.815,0.5,0.5,9.533858941935302,6.355905961290201,0.19067717883870602,0.12711811922580402,False,26.16367280461197,0.1419973073572504,33.292022761598915
ACAD,Acadia Pharmaceuticals,Health Care,Pharmaceuticals,29.01000022888184,4998583116.617604,0.78,0.997377049180328,1.275334587476485,0.278688524590164,0.27868852459016397,29.08629214269875,22.746972060315688,1.0436846004144842,0.8162148798113276,False,26.111110051472984,0.13106796116504843,35.670037593695405
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,97.80999755859376,33375619980.981083,12.67,15.646091617933724,19.3212456919318,0.23489278752436654,0.23489278752436638,6.251401305005965,5.062302872088493,0.26613849539154016,0.21551546667065544,False,12.175904990939271,0.2321522761151244,16.818363553496667
ACHC,Acadia Healthcare,Health Care,Health Care Facilities,30.0,2766353310.0,0.87,1.305,1.9575,0.49999999999999994,0.5000000000000001,22.98850574712644,15.32567049808429,0.45977011494252884,0.30651340996168575,False,26.111110051472984,0.13106796116504843,35.670037593695405
ACI,Albertsons,Consumer Staples,Food Retail,12.199999809265137,5920973240.031472,1.43,1.038020304568528,0.75348682006751,-0.27411167512690354,-0.27411167512690365,11.75314177918349,16.191391122371662,,,False,21.581219732454,0.027309224733112505,30.262301818219143
ACIW,ACI Worldwide,Information Technology,Application Software,52.130001068115234,5262796821.161831,1.68,1.8327272727272723,1.999338842975206,0.0909090909090907,0.09090909090909077,28.44394899549939,26.073619912541112,3.12883438950494,2.8680981903795266,False,32.824054964173854,0.16017875776961116,46.8792043447928
ACLS,"Axcelis Technologies, Inc.",Information Technology,Semiconductor Materials & Equipment,144.11000061035156,4450331398.638565,2.86,1.4899089253187612,0.7761638481624148,-0.47905282331511845,-0.4790528233151184,96.72403336970392,185.66956055932675,,,False,32.824054964173854,0.16017875776961116,46.8792043447928
ACM,AECOM,Industrials,Construction & Engineering,62.220001220703125,8007491720.600128,2.26,1.5384337349397588,1.0472470605312814,-0.31927710843373497,-0.3192771084337351,40.443731704270974,59.412915600964446,,,False,26.16367280461197,0.1419973073572504,33.292022761598915
ACMR,"ACM Research, Inc.",Information Technology,Semiconductor Materials & Equipment,85.63999938964844,1214091722.947235,2.43,3.645000000000001,5.467500000000001,0.5000000000000002,0.49999999999999994,23.495198735157317,15.66346582343821,0.46990397470314615,0.31326931646876427,False,32.824054964173854,0.16017875776961116,46.8792043447928
ACN,Accenture,Information Technology,IT Consulting & Other Services,169.97999572753906,108280001265.5134,12.52,12.48012738853503,12.44038175990912,-0.0031847133757963355,-0.0031847133757962457,13.620052939819555,13.663567485953164,,,False,32.824054964173854,0.16017875776961116,46.8792043447928
